,Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad,Yıl,Hafta
277,2023-01-25,GECE,A0028,15.42,4.29,Patik,CODE 3P.XX SHORT,2023,4
278,2023-02-16,GÜNDÜZ,A0017,11.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
279,2023-02-21,GÜNDÜZ,A0031,5.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
280,2023-01-19,GECE,A0033,13.92,2.52,Babet,2023-3,2023,3
281,2023-01-06,GÜNDÜZ,A0031,8.42,1.47,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
282,2023-01-20,GECE,A0004,14.58,3.45,Patik,2023-2,2023,3
283,2023-01-29,GECE,A0007,23.83,4.93,Patik,2023-2,2023,4
284,2023-01-18,GÜNDÜZ,A0017,8.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
285,2023-01-27,GECE,A0026,5.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
286,2023-02-09,GECE,A0025,15.33,4.8,Patik,CODE 3P.XX SHORT,2023,6
287,2023-01-09,GECE,A0012,14.67,5.1,Soket,2023-1,2023,2
288,2023-02-03,GECE,A0026,5.0,0.0,Patik,KARE SIMLI PATİK,2023,5
289,2023-01-18,GÜNDÜZ,A0023,10.58,3.78,Soket,2023-1,2023,3
290,2023-01-07,GECE,A0010,4.75,1.64,Soket,DALMACYA RENKLI,2023,1
291,2023-01-05,GÜNDÜZ,A0011,11.58,3.48,Kısa Konç,BRK-2,2023,1
292,2023-01-06,GÜNDÜZ,A0030,21.0,7.38,Soket,POLKA DOTA ANKLE BLUE,2023,1
293,2023-01-22,GECE,A0001,27.42,7.76,Kısa Konç,KISAKONC,2023,3
294,2023-01-05,GECE,A0029,11.25,4.56,Soket,FLORAL ANKLE,2023,1
295,2023-01-10,GECE,A0009,12.17,4.51,Soket,POLKA DOTA ANKLE BLUE,2023,2
296,2023-01-19,GÜNDÜZ,A0022,10.25,2.36,Patik,2023-2,2023,3
297,2023-02-07,GECE,A0002,25.25,6.66,Patik,CODE 3P.XX SHORT,2023,6
298,2023-01-26,GÜNDÜZ,A0001,15.92,4.69,Kısa Konç,KISAKONC,2023,4
299,2023-01-06,GECE,A0005,11.42,4.45,Soket,MAVI COKLU ARI,2023,1
300,2023-01-16,GÜNDÜZ,A0014,10.42,3.81,Soket,2023-1,2023,3
301,2023-01-30,GÜNDÜZ,A0028,11.17,3.54,Kısa Konç,KISAKONC,2023,5
302,2023-01-27,GÜNDÜZ,A0033,8.08,1.47,Babet,2023-3,2023,4
303,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
304,2023-01-27,GÜNDÜZ,A0007,9.17,1.92,Patik,2023-2,2023,4
305,2023-01-25,GÜNDÜZ,A0025,6.17,2.25,Kısa Konç,KISAKONC,2023,4
306,2023-01-10,GECE,A0010,8.5,2.88,Soket,DALMACYA RENKLI,2023,2
307,2023-01-24,GECE,A0024,18.0,3.15,Patik,2023-2,2023,4
308,2023-02-16,GÜNDÜZ,A0014,10.67,3.34,Patik,CODE 3P.XX SHORT,2023,7
309,2023-02-09,GÜNDÜZ,A0025,9.0,2.78,Patik,CODE 3P.XX SHORT,2023,6
310,2023-01-13,GÜNDÜZ,A0007,6.92,2.75,Soket,DENIZ MAHSULLERİ,2023,2
311,2023-01-29,GECE,A0021,28.33,8.6,Kısa Konç,KISAKONC,2023,4
312,2023-01-02,GECE,A0019,11.5,4.0,Soket,3 LU DERBILI PURPLE/PINK,2023,1
313,2023-01-11,GECE,A0025,13.5,5.17,Soket,TEK ARI,2023,2
314,2023-01-26,GÜNDÜZ,A0023,10.0,2.39,Patik,2023-2,2023,4
315,2023-01-07,GECE,A0001,2.67,1.0,Soket,POLKA DOTA ANKLE BLUE,2023,1
316,2023-02-03,GÜNDÜZ,A0021,8.67,2.46,Patik,KISAKONC SİM ÇEMBER,2023,5
317,2023-01-11,GECE,A0015,15.33,5.5,Soket,2023-1,2023,2
318,2023-01-03,GÜNDÜZ,A0036,10.33,3.68,Soket,2023-1,2023,1
319,2023-01-10,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,2
320,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
321,2023-01-13,GÜNDÜZ,A0005,7.17,2.82,Soket,MAVI COKLU ARI,2023,2
322,2023-01-31,GÜNDÜZ,A0023,10.17,2.39,Patik,2023-2,2023,5
323,2023-02-07,GÜNDÜZ,A0025,10.17,3.56,Kısa Konç,KISAKONC,2023,6
324,2023-01-20,GÜNDÜZ,A0006,9.0,0.0,Patik,CARERA PATİK,2023,3
325,2023-01-23,GÜNDÜZ,A0028,12.0,3.31,Patik,CODE 3P.XX SHORT,2023,4
326,2023-01-29,GECE,A0027,27.42,8.66,Kısa Konç,KISAKONC,2023,4
327,2023-01-20,GÜNDÜZ,A0030,10.5,2.72,Patik,CODE 3P.XX SHORT,2023,3
328,2023-02-03,GECE,A0007,13.75,2.33,Babet,CEMBERLI BABET,2023,5
329,2023-01-11,GÜNDÜZ,A0031,8.33,1.6,Babet,3PK LOW CUT NO SHOW SOCKS,2023,2
330,2023-02-02,GÜNDÜZ,A0009,10.58,2.3,Patik,D,2023,5
331,2023-02-03,GECE,A0028,15.75,4.95,Kısa Konç,KISAKONC,2023,5
332,2023-01-25,GECE,A0023,14.5,3.45,Patik,2023-2,2023,4
333,2023-02-20,GECE,A0036,21.08,11.12,Soket,3P-TENİS HAVLU,2023,8
334,2023-01-19,GÜNDÜZ,A0003,8.0,2.8,Soket,RIB ANKLE PURPLE,2023,3
335,2023-02-17,GÜNDÜZ,A0026,9.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
336,2023-01-17,GÜNDÜZ,A0020,7.92,2.8,Soket,RIB ANKLE PURPLE,2023,3
337,2023-01-12,GÜNDÜZ,A0001,9.92,2.33,Soket,POLKA DOTA TRAINER BLUE,2023,2
338,2023-02-02,GÜNDÜZ,A0003,10.17,2.9,Patik,CODE 3P.XX SHORT,2023,5
339,2023-02-09,GECE,A0010,16.67,4.36,Patik,CODE 3P.XX SHORT,2023,6
340,2023-02-06,GÜNDÜZ,A0010,11.33,2.98,Patik,CODE 3P.XX SHORT,2023,6
341,2023-02-07,GECE,A0008,6.5,1.23,Babet,KAMUFLAJ  BABET,2023,6
342,2023-01-20,GÜNDÜZ,A0018,12.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
343,2023-02-12,GECE,A0006,24.0,0.0,Patik,CARERA PATİK,2023,6
344,2023-02-10,GECE,A0012,24.08,8.25,Kısa Konç,KISAKONC,2023,6
345,2023-01-10,GECE,A0016,15.33,5.58,Soket,2023-1,2023,2
346,2023-01-25,GECE,A0001,8.08,2.29,Kısa Konç,KISAKONC,2023,4
347,2023-02-13,GÜNDÜZ,A0034,11.0,0.0,Patik,CARERA PATİK,2023,7
348,2023-02-02,GECE,A0014,15.0,5.38,Kısa Konç,KISAKONC,2023,5
349,2023-02-01,GÜNDÜZ,A0011,9.08,1.51,Babet,2023-3,2023,5
350,2023-02-02,GÜNDÜZ,A0010,8.58,2.87,Soket,WHITE HEEL TOE ANKLE,2023,5
351,2023-02-16,GECE,A0022,14.58,3.99,Soket,CEMBERLI YILDIZLI PATİK,2023,7
352,2023-02-20,GECE,A0031,8.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
353,2023-02-03,GÜNDÜZ,A0005,22.42,13.35,Soket,3P-TENİS HAVLU,2023,5
354,2023-01-29,GECE,A0025,24.75,8.95,Kısa Konç,KISAKONC,2023,4
355,2023-02-13,GÜNDÜZ,A0012,12.83,3.92,Patik,CODE 3P.XX SHORT,2023,7
356,2023-01-20,GECE,A0017,22.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
357,2023-02-14,GÜNDÜZ,A0036,7.83,4.62,Soket,3P-TENİS HAVLU,2023,7
358,2023-01-09,GECE,A0018,17.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
359,2023-02-09,GÜNDÜZ,A0026,12.0,0.0,Patik,KARE SIMLI PATİK,2023,6
360,2023-01-25,GÜNDÜZ,A0001,10.0,2.99,Kısa Konç,KISAKONC,2023,4
361,2023-01-08,GÜNDÜZ,A0003,17.58,6.28,Soket,3 LU DERBILI PURPLE/PINK,2023,1
362,2023-01-27,GÜNDÜZ,A0014,9.5,3.3,Kısa Konç,KISAKONC,2023,4
363,2023-02-21,GECE,A0018,18.0,0.0,Patik,SİM CEMBER PATİK,2023,8
364,2023-02-01,GÜNDÜZ,A0016,9.42,3.3,Kısa Konç,KISAKONC,2023,5
365,2023-01-05,GECE,A0020,10.17,3.5,Soket,3 LU DERBILI PURPLE/PINK,2023,1
366,2023-02-17,GÜNDÜZ,A0024,8.92,1.6,Babet,2023-3,2023,7
367,2023-02-13,GECE,A0001,12.33,4.34,Soket,KALPLI SOKET,2023,7
368,2023-01-08,GÜNDÜZ,A0001,1.75,0.65,Soket,POLKA DOTA ANKLE BLUE,2023,1
369,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
370,2023-02-03,GÜNDÜZ,A0033,8.17,1.49,Babet,2023-3,2023,5
371,2023-01-15,GÜNDÜZ,A0013,10.75,4.31,Soket,EKRU ÇOK ARI,2023,2
372,2023-02-09,GECE,A0035,15.33,5.28,Kısa Konç,KISAKONC,2023,6
373,2023-01-16,GÜNDÜZ,A0018,18.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
374,2023-01-22,GECE,A0009,28.25,7.33,Patik,CODE 3P.XX SHORT,2023,3
375,2023-01-26,GÜNDÜZ,A0014,5.58,1.97,Kısa Konç,KISAKONC,2023,4
376,2023-01-02,GECE,A0007,9.33,3.82,Soket,DENIZ MAHSULLERİ,2023,1
377,2023-01-30,GECE,A0012,16.42,5.01,Patik,CODE 3P.XX SHORT,2023,5
378,2023-02-16,GÜNDÜZ,A0006,9.0,0.0,Patik,CARERA PATİK,2023,7
379,2023-02-06,GÜNDÜZ,A0023,10.08,2.39,Patik,2023-2,2023,6
380,2023-01-07,GECE,A0021,22.17,7.87,Soket,FLORAL ANKLE,2023,1
381,2023-01-18,GECE,A0002,10.83,4.25,Soket,FLORAL ANKLE,2023,3
382,2023-01-18,GÜNDÜZ,A0011,10.08,2.35,Patik,2023-2,2023,3
383,2023-02-07,GÜNDÜZ,A0003,10.83,2.98,Patik,CODE 3P.XX SHORT,2023,6
384,2023-01-20,GECE,A0029,17.17,4.44,Patik,CODE 3P.XX SHORT,2023,3
385,2023-01-09,GECE,A0015,15.33,5.51,Soket,2023-1,2023,2
386,2023-02-14,GÜNDÜZ,A0023,9.92,2.16,Patik,2023-2,2023,7
387,2023-01-02,GECE,A0003,11.83,4.13,Soket,3 LU DERBILI PURPLE/PINK,2023,1
388,2023-02-20,GECE,A0010,17.67,4.34,Patik,CODE 3P.XX SHORT,2023,8
389,2023-02-14,GECE,A0017,2.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
390,2023-01-18,GECE,A0035,2.58,1.02,Soket,TEK ARI,2023,3
391,2023-01-11,GÜNDÜZ,A0030,7.92,1.76,Soket,POLKA DOTA TRAINER BLUE,2023,2
392,2023-02-05,GECE,A0003,27.42,7.7,Patik,CODE 3P.XX SHORT,2023,5
393,2023-02-07,GECE,A0010,16.42,4.29,Patik,CODE 3P.XX SHORT,2023,6
394,2023-01-23,GÜNDÜZ,A0002,6.58,2.54,Soket,FLORAL ANKLE,2023,4
395,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
396,2023-01-27,GÜNDÜZ,A0035,13.33,4.16,Patik,CODE 3P.XX SHORT,2023,4
397,2023-02-03,GÜNDÜZ,A0031,8.33,1.47,Babet,2023-3,2023,5
398,2023-02-22,GÜNDÜZ,A0001,8.92,2.99,Soket,KALPLI SOKET,2023,8
399,2023-01-23,GECE,A0034,16.0,0.0,Patik,CARERA PATİK,2023,4
400,2023-02-20,GECE,A0013,26.0,8.35,Patik,CODE 3P.XX SHORT,2023,8
401,2023-02-05,GECE,A0035,23.25,8.34,Kısa Konç,KISAKONC,2023,5
402,2023-02-07,GECE,A0029,10.83,4.28,Soket,PUNALI SOKET,2023,6
403,2023-01-20,GECE,A0036,11.25,5.21,Soket,KÜÇÜK  KALP,2023,3
404,2023-02-08,GECE,A0002,17.83,6.1,Soket,KALPLI SOKET,2023,6
405,2023-01-12,GÜNDÜZ,A0012,9.67,3.06,Soket,2023-1,2023,2
406,2023-01-06,GÜNDÜZ,A0028,8.33,2.8,Soket,KRAL TACI,2023,1
407,2023-02-03,GECE,A0022,14.83,3.41,Patik,2023-2,2023,5
408,2023-01-13,GECE,A0019,12.25,4.18,Soket,RIB ANKLE PURPLE,2023,2
409,2023-01-17,GECE,A0006,14.0,0.0,Patik,CARERA PATİK,2023,3
410,2023-01-07,GECE,A0014,22.0,8.53,Soket,DALLI   PAPTYA,2023,1
411,2023-01-19,GECE,A0007,13.92,2.97,Patik,2023-2,2023,3
412,2023-01-22,GECE,A0012,3.75,1.55,Soket,BUYUK KALP,2023,3
413,2023-02-14,GÜNDÜZ,A0008,9.25,1.63,Babet,KAMUFLAJ  BABET,2023,7
414,2023-02-09,GECE,A0014,16.08,4.93,Patik,CODE 3P.XX SHORT,2023,6
415,2023-02-21,GÜNDÜZ,A0015,9.42,2.94,Patik,CODE 3P.XX SHORT,2023,8
416,2023-02-10,GECE,A0028,8.42,2.9,Soket,PUNALI SOKET,2023,6
417,2023-01-22,GECE,A0018,11.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
418,2023-02-12,GECE,A0012,9.0,2.75,Patik,CODE 3P.XX SHORT,2023,6
419,2023-01-17,GECE,A0016,15.5,5.46,Soket,2023-1,2023,3
420,2023-02-03,GECE,A0025,14.5,5.24,Kısa Konç,KISAKONC,2023,5
421,2023-01-26,GÜNDÜZ,A0003,15.5,4.31,Patik,CODE 3P.XX SHORT,2023,4
422,2023-02-17,GÜNDÜZ,A0031,1.58,0.0,Babet,KARE  BABET,2023,7
423,2023-01-31,GECE,A0029,14.42,4.65,Soket,WHITE HEEL TOE ANKLE,2023,5
424,2023-02-08,GECE,A0031,13.92,2.36,Babet,BUYUK  YILDIZ BABET,2023,6
425,2023-02-05,GECE,A0005,24.83,14.7,Soket,3P-TENİS HAVLU,2023,5
426,2023-02-20,GECE,A0034,19.0,0.0,Patik,CARERA PATİK,2023,8
427,2023-02-17,GECE,A0017,17.0,0.0,Patik,KOPEK PATİK,2023,7
428,2023-01-12,GÜNDÜZ,A0007,4.75,1.88,Soket,DENIZ MAHSULLERİ,2023,2
429,2023-01-19,GECE,A0029,16.83,4.47,Patik,CODE 3P.XX SHORT,2023,3
430,2023-02-06,GÜNDÜZ,A0028,9.33,2.53,Patik,CODE 3P.XX SHORT,2023,6
431,2023-01-09,GÜNDÜZ,A0007,8.08,3.2,Soket,DENIZ MAHSULLERİ,2023,2
432,2023-01-12,GECE,A0019,3.08,1.1,Soket,3 LU DERBILI PURPLE/PINK,2023,2
433,2023-01-05,GECE,A0035,11.83,4.74,Soket,TEK ARI,2023,1
434,2023-01-20,GECE,A0023,13.58,3.22,Patik,2023-2,2023,3
435,2023-01-20,GÜNDÜZ,A0014,8.67,3.16,Soket,2023-1,2023,3
436,2023-01-05,GÜNDÜZ,A0007,7.92,3.21,Soket,DENIZ MAHSULLERİ,2023,1
437,2023-02-14,GECE,A0002,12.08,4.35,Soket,KALPLI SOKET,2023,7
438,2023-01-12,GÜNDÜZ,A0031,5.92,1.12,Babet,3PK LOW CUT NO SHOW SOCKS,2023,2
439,2023-02-01,GÜNDÜZ,A0034,12.0,0.0,Patik,CARERA PATİK,2023,5
440,2023-02-13,GECE,A0025,13.0,0.0,Patik,CARERA PATİK,2023,7
441,2023-02-01,GECE,A0010,13.33,4.54,Soket,WHITE HEEL TOE ANKLE,2023,5
442,2023-02-06,GÜNDÜZ,A0035,9.83,3.54,Kısa Konç,KISAKONC,2023,6
443,2023-01-30,GÜNDÜZ,A0010,13.75,4.09,Kısa Konç,KISAKONC,2023,5
444,2023-02-10,GECE,A0034,12.67,0.0,Patik,CARERA PATİK,2023,6
445,2023-01-27,GECE,A0008,14.67,3.08,Patik,2023-2,2023,4
446,2023-02-20,GECE,A0017,15.0,0.0,Patik,KOPEK PATİK,2023,8
447,2023-01-22,GECE,A0032,25.17,8.15,Patik,CODE 3P.XX SHORT,2023,3
448,2023-02-21,GECE,A0026,16.0,0.0,Patik,KOPEK PATİK,2023,8
449,2023-02-22,GÜNDÜZ,A0030,9.0,3.15,Soket,KALPLI SOKET,2023,8
450,2023-01-27,GÜNDÜZ,A0028,9.92,3.17,Kısa Konç,KISAKONC,2023,4
451,2023-02-09,GECE,A0029,10.25,3.93,Soket,PUNALI SOKET,2023,6
452,2023-02-21,GÜNDÜZ,A0017,8.0,0.0,Patik,SİM CEMBER PATİK,2023,8
453,2023-02-02,GECE,A0019,16.0,3.63,Patik,BAYAN KONC SIMLI CEMBER,2023,5
454,2023-02-02,GÜNDÜZ,A0017,13.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
455,2023-01-05,GECE,A0025,11.5,4.28,Soket,FLAMINGO SOKET,2023,1
456,2023-02-20,GECE,A0012,16.67,5.08,Patik,CODE 3P.XX SHORT,2023,8
457,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
458,2023-01-06,GÜNDÜZ,A0032,7.67,2.95,Soket,DALSIZ PAPTYA,2023,1
459,2023-01-30,GÜNDÜZ,A0032,2.92,1.63,Havlu,HAVLU TENIS,2023,5
460,2023-02-12,GECE,A0004,6.0,0.0,Patik,CARERA PATİK,2023,6
461,2023-01-07,GECE,A0028,20.08,6.51,Soket,MANTAR DESEN,2023,1
462,2023-01-05,GÜNDÜZ,A0001,8.5,3.11,Soket,POLKA DOTA ANKLE BLUE,2023,1
463,2023-02-13,GECE,A0033,2.92,0.51,Babet,ZIGZAG   BABET,2023,7
464,2023-02-02,GÜNDÜZ,A0018,13.0,0.0,Patik,KARE SIMLI PATİK,2023,5
465,2023-01-25,GECE,A0024,17.92,3.14,Babet,2023-3,2023,4
466,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
467,2023-01-20,GECE,A0028,21.42,5.86,Patik,CODE 3P.XX SHORT,2023,3
468,2023-02-14,GÜNDÜZ,A0024,10.33,1.78,Babet,KARE  BABET,2023,7
469,2023-01-08,GÜNDÜZ,A0002,17.25,6.79,Soket,FLORAL ANKLE,2023,1
470,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
471,2023-02-10,GECE,A0009,7.67,1.65,Patik,TEK NOKTA PATİK,2023,6
472,2023-02-06,GECE,A0011,13.33,2.23,Babet,2023-3,2023,6
473,2023-01-22,GECE,A0006,25.0,0.0,Patik,CARERA PATİK,2023,3
474,2023-01-23,GÜNDÜZ,A0006,12.0,0.0,Patik,CARERA PATİK,2023,4
475,2023-01-06,GÜNDÜZ,A0019,7.42,2.58,Soket,3 LU DERBILI PURPLE/PINK,2023,1
476,2023-01-27,GECE,A0017,3.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
477,2023-01-26,GÜNDÜZ,A0016,14.83,5.26,Kısa Konç,KISAKONC,2023,4
478,2023-02-12,GECE,A0010,27.33,7.15,Patik,CODE 3P.XX SHORT,2023,6
479,2023-01-18,GECE,A0003,8.83,4.08,Soket,RIB ANKLE PURPLE,2023,3
480,2023-01-26,GÜNDÜZ,A0009,13.17,3.45,Patik,CODE 3P.XX SHORT,2023,4
481,2023-01-05,GÜNDÜZ,A0030,8.25,2.94,Soket,POLKA DOTA ANKLE BLUE,2023,1
482,2023-01-05,GECE,A0013,11.67,4.65,Soket,EKRU ÇOK ARI,2023,1
483,2023-01-05,GECE,A0027,13.08,4.26,Soket,MANTAR DESEN,2023,1
484,2023-01-25,GÜNDÜZ,A0024,18.42,3.25,Babet,2023-3,2023,4
485,2023-01-26,GÜNDÜZ,A0012,10.75,3.2,Patik,CODE 3P.XX SHORT,2023,4
486,2023-02-10,GECE,A0022,23.67,5.07,Patik,2023-2,2023,6
487,2023-01-26,GÜNDÜZ,A0009,3.67,1.08,Kısa Konç,KISAKONC,2023,4
488,2023-01-07,GECE,A0025,21.25,7.91,Soket,FLAMINGO SOKET,2023,1
489,2023-01-09,GÜNDÜZ,A0036,10.5,3.57,Soket,2023-1,2023,2
490,2023-01-04,GECE,A0014,33.08,12.93,Soket,DALLI   PAPTYA,2023,1
491,2023-02-21,GECE,A0029,11.75,4.28,Soket,PUNALI SOKET,2023,8
492,2023-01-31,GÜNDÜZ,A0008,5.25,1.1,Patik,2023-2,2023,5
493,2023-01-30,GECE,A0023,15.0,3.54,Patik,2023-2,2023,5
494,2023-02-05,GECE,A0012,21.75,7.72,Kısa Konç,KISAKONC,2023,5
495,2023-01-24,GÜNDÜZ,A0020,10.92,3.02,Patik,CODE 3P.XX SHORT,2023,4
496,2023-02-08,GÜNDÜZ,A0030,4.25,1.6,Soket,KALPLI SOKET,2023,6
497,2023-02-22,GÜNDÜZ,A0002,8.17,2.87,Soket,KALPLI SOKET,2023,8
498,2023-02-07,GÜNDÜZ,A0022,9.33,2.2,Patik,2023-2,2023,6
499,2023-01-18,GÜNDÜZ,A0015,10.5,3.65,Soket,2023-1,2023,3
500,2023-01-25,GECE,A0035,16.75,5.24,Patik,CODE 3P.XX SHORT,2023,4
501,2023-02-16,GECE,A0025,11.0,0.0,Patik,CARERA PATİK,2023,7
502,2023-02-10,GECE,A0013,24.58,7.73,Patik,CODE 3P.XX SHORT,2023,6
503,2023-02-17,GECE,A0027,13.33,4.87,Soket,PUNALI SOKET,2023,7
504,2023-01-31,GÜNDÜZ,A0001,10.08,3.09,Kısa Konç,KISAKONC,2023,5
505,2023-02-01,GECE,A0003,8.33,2.39,Patik,CODE 3P.XX SHORT,2023,5
506,2023-01-17,GECE,A0017,17.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
507,2023-02-01,GÜNDÜZ,A0032,3.58,2.36,Havlu,HAVLU TENIS,2023,5
508,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
509,2023-01-31,GÜNDÜZ,A0030,10.92,3.51,Kısa Konç,KISAKONC,2023,5
510,2023-01-26,GÜNDÜZ,A0025,9.42,3.41,Kısa Konç,KISAKONC,2023,4
511,2023-02-05,GECE,A0036,18.83,9.0,Soket,SÜPERCITY TENIS,2023,5
512,2023-02-12,GECE,A0027,20.83,7.4,Soket,PUNALI SOKET,2023,6
513,2023-02-14,GECE,A0001,11.58,4.15,Soket,KALPLI SOKET,2023,7
514,2023-02-20,GECE,A0005,12.5,6.65,Soket,3P-TENİS HAVLU,2023,8
515,2023-01-13,GECE,A0032,11.42,4.39,Soket,DALSIZ PAPTYA,2023,2
516,2023-01-27,GECE,A0011,14.25,3.08,Patik,2023-2,2023,4
517,2023-02-14,GÜNDÜZ,A0011,11.42,1.96,Babet,KALPLI   BABET,2023,7
518,2023-02-09,GECE,A0032,1.92,1.12,Soket,3P-TENİS HAVLU,2023,6
519,2023-01-26,GÜNDÜZ,A0018,5.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
520,2023-01-16,GECE,A0023,15.25,5.43,Soket,2023-1,2023,3
521,2023-01-12,GECE,A0036,15.42,4.89,Soket,2023-1,2023,2
522,2023-01-26,GÜNDÜZ,A0023,15.08,3.55,Patik,2023-2,2023,4
523,2023-02-03,GÜNDÜZ,A0012,10.0,3.03,Patik,CODE 3P.XX SHORT,2023,5
524,2023-02-05,GECE,A0034,20.0,0.0,Patik,CARERA PATİK,2023,5
525,2023-01-16,GÜNDÜZ,A0009,11.33,2.77,Patik,CODE 3P.XX SHORT,2023,3
526,2023-01-09,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,2
527,2023-01-27,GÜNDÜZ,A0019,9.92,2.91,Kısa Konç,KISAKONC,2023,4
528,2023-01-24,GÜNDÜZ,A0032,2.08,0.64,Patik,CODE 3P.XX SHORT,2023,4
529,2023-01-27,GECE,A0020,17.42,4.76,Patik,CODE 3P.XX SHORT,2023,4
530,2023-01-18,GECE,A0025,16.0,5.06,Patik,CODE 3P.XX SHORT,2023,3
531,2023-02-14,GECE,A0033,14.25,2.5,Babet,ZIGZAG   BABET,2023,7
532,2023-02-02,GÜNDÜZ,A0007,7.92,1.33,Babet,CEMBERLI BABET,2023,5
533,2023-02-02,GÜNDÜZ,A0024,7.83,1.41,Babet,NOKTALI  BABET,2023,5
534,2023-01-13,GECE,A0035,11.58,4.49,Soket,TEK ARI,2023,2
535,2023-02-20,GÜNDÜZ,A0036,8.42,4.45,Soket,3P-TENİS HAVLU,2023,8
536,2023-01-08,GÜNDÜZ,A0004,13.25,5.16,Soket,TEK  PAPTYA,2023,1
537,2023-02-06,GECE,A0023,14.83,3.52,Patik,2023-2,2023,6
538,2023-01-30,GECE,A0033,13.83,2.53,Babet,2023-3,2023,5
539,2023-02-16,GÜNDÜZ,A0008,8.58,1.42,Babet,2023-3,2023,7
540,2023-02-16,GÜNDÜZ,A0010,5.33,1.4,Patik,CODE 3P.XX SHORT,2023,7
541,2023-01-13,GECE,A0022,14.42,3.35,Patik,2023-2,2023,2
542,2023-01-31,GECE,A0025,15.25,5.4,Kısa Konç,KISAKONC,2023,5
543,2023-01-27,GÜNDÜZ,A0001,9.75,2.95,Kısa Konç,KISAKONC,2023,4
544,2023-02-15,GECE,A0034,24.0,0.0,Patik,CARERA PATİK,2023,7
545,2023-01-11,GÜNDÜZ,A0011,9.83,2.3,Patik,2023-2,2023,2
546,2023-01-25,GÜNDÜZ,A0008,10.08,2.08,Patik,2023-2,2023,4
547,2023-01-15,GÜNDÜZ,A0024,18.0,4.17,Patik,2023-2,2023,2
548,2023-02-20,GECE,A0002,20.83,7.67,Soket,KALPLI SOKET,2023,8
549,2023-02-22,GÜNDÜZ,A0036,7.5,4.85,Soket,3P-TENİS HAVLU,2023,8
550,2023-02-16,GECE,A0027,12.0,4.25,Soket,PUNALI SOKET,2023,7
551,2023-02-20,GECE,A0012,29.42,9.01,Patik,CODE 3P.XX SHORT,2023,8
552,2023-01-05,GÜNDÜZ,A0032,20.17,7.84,Soket,DALSIZ PAPTYA,2023,1
553,2023-01-23,GÜNDÜZ,A0018,14.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,4
554,2023-01-27,GECE,A0026,13.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
555,2023-01-06,GECE,A0031,10.42,1.83,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
556,2023-01-13,GECE,A0028,12.67,4.02,Soket,MANTAR DESEN,2023,2
557,2023-02-02,GECE,A0009,3.58,0.76,Patik,D,2023,5
558,2023-02-02,GECE,A0017,5.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
559,2023-02-20,GÜNDÜZ,A0003,10.42,2.85,Patik,CODE 3P.XX SHORT,2023,8
560,2023-02-01,GECE,A0015,14.67,5.24,Kısa Konç,KISAKONC,2023,5
561,2023-01-22,GECE,A0003,11.42,4.05,Soket,RIB ANKLE PURPLE,2023,3
562,2023-01-31,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,5
563,2023-01-18,GÜNDÜZ,A0021,12.08,2.9,Patik,CODE 3P.XX SHORT,2023,3
564,2023-01-05,GECE,A0033,11.67,4.73,Soket,DENIZ MAHSULLERİ,2023,1
565,2023-01-27,GECE,A0025,14.33,5.13,Kısa Konç,KISAKONC,2023,4
566,2023-02-08,GÜNDÜZ,A0017,11.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
