Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Sağlam(dz),Miktar (kg.),Ürün Grubu
 03.Feb.2023,GECE,A0030,KISAKONC,16.50,5.090,KISA KONÇ
 03.Feb.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,19.00,0.000,BAYAN PATİK
 03.Feb.2023,GECE,A0002,CODE 3P.XX SHORT,16.92,4.430,PATİK
 03.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,15.83,4.450,PATİK
 03.Feb.2023,GÜNDÜZ,A0002,CODE 3P.XX SHORT,16.08,4.220,PATİK
 03.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,10.00,3.050,PATİK
 03.Feb.2023,GECE,A0034,CARERA PATİK,13.00,0.000,ERKEK PATİK
 03.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,13.83,2.980,BAYAN PATİK
 03.Feb.2023,GÜNDÜZ,A0028,KISAKONC,9.42,2.920,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0009,D,9.92,2.180,BAYAN PATİK
 03.Feb.2023,GECE,A0024,NOKTALI  BABET,14.25,2.560,ÇETİK
 03.Feb.2023,GÜNDÜZ,A0024,NOKTALI  BABET,8.42,1.520,ÇETİK
 03.Feb.2023,GECE,A0015,KISAKONC,14.83,5.320,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,8.75,2.980,PATİK
 03.Feb.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,0.08,0.000,PATİK
 03.Feb.2023,GECE,A0009,D,16.58,3.560,BAYAN PATİK
 03.Feb.2023,GECE,A0018,KARE SIMLI PATİK,19.00,0.000,BAYAN PATİK
 03.Feb.2023,GECE,A0001,WHITE HEEL TOE ANKLE,11.92,3.990,BAYAN SOKET
 03.Feb.2023,GECE,A0032,HAVLU TENIS,2.83,1.690,BAYAN ERKEK HAVLU
 03.Feb.2023,GECE,A0006,CARERA PATİK,13.00,0.000,ERKEK PATİK
 03.Feb.2023,GECE,A0014,KISAKONC,14.75,5.250,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0032,HAVLU TENIS,4.25,2.580,BAYAN ERKEK HAVLU
 03.Feb.2023,GÜNDÜZ,A0017,BAYAN YILDIZ KABARTMA ,12.00,0.000,BAYAN PATİK
 03.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,5.25,1.150,BAYAN PATİK
 03.Feb.2023,GÜNDÜZ,A0004,KISAKONC,5.75,1.950,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0030,KISAKONC,9.42,2.980,KISA KONÇ
 03.Feb.2023,GECE,A0020,CODE 3P.XX SHORT,16.92,4.730,PATİK
 03.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,9.00,0.000,ERKEK PATİK
 03.Feb.2023,GECE,A0004,KISAKONC,15.75,5.160,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,6.00,1.140,ÇETİK
 03.Feb.2023,GECE,A0010,WHITE HEEL TOE ANKLE,8.42,2.930,BAYAN SOKET
 03.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,11.00,0.000,ERKEK PATİK
 03.Feb.2023,GÜNDÜZ,A0023,2023-2,9.25,2.180,SNİCKERS
 03.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,12.67,2.380,ÇETİK
 03.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,10.00,3.030,PATİK
 03.Feb.2023,GECE,A0025,KISAKONC,14.50,5.240,KISA KONÇ
 03.Feb.2023,GECE,A0022,2023-2,14.83,3.410,SNİCKERS
 03.Feb.2023,GÜNDÜZ,A0031,2023-3,8.33,1.470,BAYAN BAMBU BABET
 03.Feb.2023,GÜNDÜZ,A0033,2023-3,8.17,1.490,BAYAN BAMBU BABET
 03.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,22.42,13.350,SOKET TENİS
 03.Feb.2023,GECE,A0028,KISAKONC,15.75,4.950,KISA KONÇ
 03.Feb.2023,GECE,A0007,CEMBERLI BABET,13.75,2.330,ÇETİK
 03.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,8.67,2.460,BAYAN PATİK
 03.Feb.2023,GECE,A0026,KARE SIMLI PATİK,5.00,0.000,BAYAN PATİK
 03.Feb.2023,GÜNDÜZ,A0018,KARE SIMLI PATİK,6.00,0.000,BAYAN PATİK
 03.Feb.2023,GÜNDÜZ,A0026,KARE SIMLI PATİK,9.00,0.000,BAYAN PATİK
 03.Feb.2023,GECE,A0011,2023-3,13.75,2.330,BAYAN BAMBU BABET
 03.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,14.75,4.100,BAYAN PATİK
 03.Feb.2023,GÜNDÜZ,A0010,WHITE HEEL TOE ANKLE,7.08,2.380,BAYAN SOKET
 03.Feb.2023,GÜNDÜZ,A0027,KISAKONC,5.33,1.670,KISA KONÇ
 03.Feb.2023,GÜNDÜZ,A0001,WHITE HEEL TOE ANKLE,6.50,2.230,BAYAN SOKET
 02.Feb.2023,GÜNDÜZ,A0002,COK ÇİÇEKLİ,7.58,2.890,BAYAN SOKET
 02.Feb.2023,GECE,A0009,D,12.50,2.720,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,7.17,1.340,ÇETİK
 02.Feb.2023,GECE,A0020,CODE 3P.XX SHORT,17.25,4.750,PATİK
 02.Feb.2023,GÜNDÜZ,A0033,2023-3,9.25,1.680,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0010,WHITE HEEL TOE ANKLE,12.75,4.330,BAYAN SOKET
 02.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,9.92,3.320,PATİK
 02.Feb.2023,GÜNDÜZ,A0014,KISAKONC,9.42,3.350,KISA KONÇ
 02.Feb.2023,GECE,A0027,KISAKONC,13.67,4.370,KISA KONÇ
 02.Feb.2023,GECE,A0026,KARE SIMLI PATİK,17.00,0.000,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,10.83,3.060,PATİK
 02.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,8.33,2.390,BAYAN PATİK
 02.Feb.2023,GECE,A0022,2023-2,14.75,3.380,SNİCKERS
 02.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,15.17,5.050,PATİK
 02.Feb.2023,GECE,A0030,KISAKONC,15.42,4.860,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,10.83,3.300,PATİK
 02.Feb.2023,GECE,A0002,COK ÇİÇEKLİ,7.33,2.830,BAYAN SOKET
 02.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,8.33,2.360,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0030,KISAKONC,10.58,3.360,KISA KONÇ
 02.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,16.33,4.970,PATİK
 02.Feb.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 02.Feb.2023,GECE,A0028,KISAKONC,15.83,5.000,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,3.33,1.690,SOKET TENİS
 02.Feb.2023,GECE,A0011,2023-3,13.67,2.300,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0033,2023-3,13.00,2.380,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0015,KISAKONC,15.08,5.320,KISA KONÇ
 02.Feb.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,13.00,0.000,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0028,KISAKONC,10.33,3.320,KISA KONÇ
 02.Feb.2023,GECE,A0006,CARERA PATİK,16.00,0.000,ERKEK PATİK
 02.Feb.2023,GÜNDÜZ,A0011,2023-3,8.92,1.490,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0004,KISAKONC,14.83,5.290,KISA KONÇ
 02.Feb.2023,GECE,A0018,KARE SIMLI PATİK,17.00,0.000,BAYAN PATİK
 02.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,15.42,4.310,PATİK
 02.Feb.2023,GÜNDÜZ,A0015,KISAKONC,9.58,3.300,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0001,WHITE HEEL TOE ANKLE,8.00,2.660,BAYAN SOKET
 02.Feb.2023,GÜNDÜZ,A0029,WHITE HEEL TOE ANKLE,8.58,2.910,BAYAN SOKET
 02.Feb.2023,GÜNDÜZ,A0019,BAYAN KONC SIMLI CEMBER,10.83,2.350,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 02.Feb.2023,GECE,A0032,HAVLU TENIS,1.67,1.020,BAYAN ERKEK HAVLU
 02.Feb.2023,GÜNDÜZ,A0036,SÜPERCITY TENIS,7.58,3.550,SOKET TENİS
 02.Feb.2023,GECE,A0024,NOKTALI  BABET,12.33,2.230,ÇETİK
 02.Feb.2023,GECE,A0036,SÜPERCITY TENIS,10.33,5.770,SOKET TENİS
 02.Feb.2023,GÜNDÜZ,A0026,KARE SIMLI PATİK,13.00,0.000,BAYAN PATİK
 02.Feb.2023,GECE,A0031,2023-3,13.42,2.390,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0001,WHITE HEEL TOE ANKLE,12.50,4.190,BAYAN SOKET
 02.Feb.2023,GECE,A0023,2023-2,12.58,2.970,SNİCKERS
 02.Feb.2023,GECE,A0007,CEMBERLI BABET,13.42,2.240,ÇETİK
 02.Feb.2023,GÜNDÜZ,A0022,2023-2,9.92,2.260,SNİCKERS
 02.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,12.00,2.250,ÇETİK
 02.Feb.2023,GECE,A0016,KISAKONC,15.50,5.410,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0025,KISAKONC,10.08,3.630,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0023,2023-2,9.33,2.210,SNİCKERS
 02.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,10.75,3.290,PATİK
 02.Feb.2023,GÜNDÜZ,A0004,KISAKONC,9.75,3.460,KISA KONÇ
 02.Feb.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,5.00,0.000,BAYAN PATİK
 02.Feb.2023,GECE,A0009,D,3.58,0.760,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0024,NOKTALI  BABET,7.83,1.410,ÇETİK
 02.Feb.2023,GÜNDÜZ,A0007,CEMBERLI BABET,7.92,1.330,ÇETİK
 02.Feb.2023,GÜNDÜZ,A0018,KARE SIMLI PATİK,13.00,0.000,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0017,BAYAN YILDIZ KABARTMA ,13.00,0.000,BAYAN PATİK
 02.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,16.00,3.630,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0010,WHITE HEEL TOE ANKLE,8.58,2.870,BAYAN SOKET
 02.Feb.2023,GECE,A0014,KISAKONC,15.00,5.380,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,10.17,2.900,PATİK
 02.Feb.2023,GÜNDÜZ,A0009,D,10.58,2.300,BAYAN PATİK
 02.Feb.2023,GÜNDÜZ,A0016,KISAKONC,10.00,3.500,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0027,KISAKONC,5.17,1.600,KISA KONÇ
 02.Feb.2023,GECE,A0025,KISAKONC,15.08,5.410,KISA KONÇ
 02.Feb.2023,GÜNDÜZ,A0031,2023-3,9.17,1.620,BAYAN BAMBU BABET
 02.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,16.08,4.990,PATİK
 02.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,12.00,0.000,ERKEK PATİK
 02.Feb.2023,GECE,A0029,WHITE HEEL TOE ANKLE,12.25,4.120,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,11.58,3.230,PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0018,BAYAN YILDIZ KABARTMA ,3.00,0.000,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,A0036,SÜPERCITY TENIS,7.92,3.770,SOKET TENİS
 01.Feb.2023,GECE,A0029,WHITE HEEL TOE ANKLE,12.92,4.280,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0029,WHITE HEEL TOE ANKLE,8.42,2.790,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0010,WHITE HEEL TOE ANKLE,8.75,2.920,BAYAN SOKET
 01.Feb.2023,GECE,A0021,KISAKONC SİM ÇEMBER,14.00,4.020,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,A0002,COK ÇİÇEKLİ,4.08,1.550,BAYAN SOKET
 01.Feb.2023,GECE,A0022,2023-2,15.00,3.450,SNİCKERS
 01.Feb.2023,GÜNDÜZ,A0026,BAYAN KÜÇÜK NOKTA,13.00,0.000,BAYAN PATİK
 01.Feb.2023,GECE,A0020,CODE 3P.XX SHORT,17.08,4.760,PATİK
 01.Feb.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,9.92,2.870,BAYAN PATİK
 01.Feb.2023,GECE,A0026,BAYAN KÜÇÜK NOKTA,5.00,0.000,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,A0018,KARE SIMLI PATİK,9.00,0.000,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0032,HAVLU TENIS,5.33,3.300,BAYAN ERKEK HAVLU
 01.Feb.2023,GECE,A0036,SÜPERCITY TENIS,11.75,5.480,SOKET TENİS
 01.Feb.2023,GÜNDÜZ,A0012,CODE 3P.XX SHORT,11.33,3.390,PATİK
 01.Feb.2023,GÜNDÜZ,A0025,KISAKONC,8.33,3.030,KISA KONÇ
 01.Feb.2023,GECE,A0031,2023-3,14.17,2.480,BAYAN BAMBU BABET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0004,KISAKONC,8.75,3.070,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0027,KISAKONC,2.75,0.850,KISA KONÇ
 01.Feb.2023,GECE,A0027,KISAKONC,15.50,4.850,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,9.17,4.550,SOKET TENİS
 01.Feb.2023,GECE,A0012,CODE 3P.XX SHORT,16.00,4.890,PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0007,CEMBERLI BABET,9.17,1.550,ÇETİK
 01.Feb.2023,GÜNDÜZ,A0028,KISAKONC,11.00,3.470,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 01.Feb.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,17.00,0.000,BAYAN PATİK
 01.Feb.2023,GECE,A0002,COK ÇİÇEKLİ,12.17,4.620,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,A0017,BAYAN YILDIZ KABARTMA ,14.00,0.000,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,A0031,2023-3,9.50,1.680,BAYAN BAMBU BABET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0014,KISAKONC,8.33,2.950,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0028,KISAKONC,16.50,5.140,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0009,D,11.33,2.400,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0005,3P-TENİS HAVLU,13.17,6.630,SOKET TENİS
 01.Feb.2023,GECE,A0008,KAMUFLAJ  BABET,11.50,2.120,ÇETİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0030,KISAKONC,11.08,3.450,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0001,WHITE HEEL TOE ANKLE,12.25,4.270,BAYAN SOKET
 01.Feb.2023,GECE,A0018,KARE SIMLI PATİK,19.00,0.000,BAYAN PATİK
 01.Feb.2023,GECE,A0032,HAVLU TENIS,5.17,2.980,BAYAN ERKEK HAVLU
 01.Feb.2023,GECE,A0033,2023-3,13.58,2.570,BAYAN BAMBU BABET
 01.Feb.2023,GÜNDÜZ,A0015,KISAKONC,8.92,3.140,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0022,2023-2,10.17,2.330,SNİCKERS
 01.Feb.2023,GECE,A0009,D,16.33,3.490,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,A0024,NOKTALI  BABET,5.25,0.950,ÇETİK
 01.Feb.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,11.42,3.480,PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0014,KISAKONC,15.42,5.440,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0025,KISAKONC,15.17,5.500,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,8.50,2.440,PATİK
 01.Feb.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,10.33,3.420,PATİK
 01.Feb.2023,GECE,A0035,CODE 3P.XX SHORT,17.42,5.120,PATİK
 01.Feb.2023,GÜNDÜZ,A0019,BAYAN KONC SIMLI CEMBER,10.25,2.230,BAYAN PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0001,WHITE HEEL TOE ANKLE,8.50,2.800,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0002,COK ÇİÇEKLİ,4.33,1.630,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,A0023,2023-2,10.25,2.420,SNİCKERS
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0025,KISAKONC,6.92,2.520,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0011,2023-3,13.92,2.290,BAYAN BAMBU BABET
 01.Feb.2023,GECE,A0030,KISAKONC,16.33,5.180,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0032,HAVLU TENIS,3.00,1.700,BAYAN ERKEK HAVLU
 01.Feb.2023,GECE,A0023,2023-2,14.25,3.360,SNİCKERS
 01.Feb.2023,GECE,A0024,NOKTALI  BABET,12.75,2.340,ÇETİK
 01.Feb.2023,GECE,A0013,CODE 3P.XX SHORT,14.83,4.910,PATİK
 01.Feb.2023,GECE,A0026,KARE SIMLI PATİK,12.00,0.000,BAYAN PATİK
 01.Feb.2023,GECE,A0007,CEMBERLI BABET,12.67,2.140,ÇETİK
 01.Feb.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,16.00,3.500,BAYAN PATİK
 01.Feb.2023,GECE,A0015,KISAKONC,14.67,5.240,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0032,HAVLU TENIS,3.58,2.360,BAYAN ERKEK HAVLU
 01.Feb.2023,GECE,A0003,CODE 3P.XX SHORT,8.33,2.390,PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GECE,A0010,WHITE HEEL TOE ANKLE,13.33,4.540,BAYAN SOKET
 01.Feb.2023,GÜNDÜZ,A0034,CARERA PATİK,12.00,0.000,ERKEK PATİK
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0016,KISAKONC,9.42,3.300,KISA KONÇ
 01.Feb.2023,GÜNDÜZ,A0011,2023-3,9.08,1.510,BAYAN BAMBU BABET
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,,,0.00,0.000,
 01.Feb.2023,GÜNDÜZ,A0008,KAMUFLAJ  BABET,8.75,1.620,ÇETİK
 01.Feb.2023,GECE,A0004,KISAKONC,14.92,5.260,KISA KONÇ
 01.Feb.2023,GECE,A0006,CARERA PATİK,12.00,0.000,ERKEK PATİK
 01.Feb.2023,GÜNDÜZ,A0033,2023-3,9.50,1.750,BAYAN BAMBU BABET
 01.Feb.2023,GECE,A0016,KISAKONC,15.08,5.260,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,5.42,1.810,PATİK
 31.Jan.2023,GÜNDÜZ,A0031,2023-3,16.17,2.890,BAYAN BAMBU BABET
 31.Jan.2023,GÜNDÜZ,A0002,COK ÇİÇEKLİ,7.75,2.980,BAYAN SOKET
 31.Jan.2023,GECE,A0032,HAVLU TENIS,4.42,2.770,BAYAN ERKEK HAVLU
 31.Jan.2023,GÜNDÜZ,A0032,HAVLU TENIS,7.42,4.600,BAYAN ERKEK HAVLU
 31.Jan.2023,GÜNDÜZ,A0021,KISAKONC SİM ÇEMBER,10.00,2.820,BAYAN PATİK
 31.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,13.00,0.000,ERKEK PATİK
 31.Jan.2023,GÜNDÜZ,A0011,2023-3,9.08,1.520,BAYAN BAMBU BABET
 31.Jan.2023,GECE,A0006,CARERA PATİK,15.00,0.000,ERKEK PATİK
 31.Jan.2023,GECE,A0021,KISAKONC SİM ÇEMBER,14.83,4.130,BAYAN PATİK
 31.Jan.2023,GÜNDÜZ,A0003,CODE 3P.XX SHORT,10.42,2.860,PATİK
 31.Jan.2023,GECE,A0011,2023-3,13.92,2.320,BAYAN BAMBU BABET
 31.Jan.2023,GÜNDÜZ,A0015,KISAKONC,9.08,3.220,KISA KONÇ
 31.Jan.2023,GECE,A0023,2023-2,14.83,3.500,SNİCKERS
 31.Jan.2023,GECE,A0010,WHITE HEEL TOE ANKLE,14.17,4.670,BAYAN SOKET
 31.Jan.2023,GECE,A0005,3P-TENİS HAVLU,12.92,6.480,SOKET TENİS
 31.Jan.2023,GECE,A0020,CODE 3P.XX SHORT,17.17,4.780,PATİK
 31.Jan.2023,GECE,A0032,HAVLU TENIS,5.33,3.540,BAYAN ERKEK HAVLU
 31.Jan.2023,GÜNDÜZ,A0027,KISAKONC,11.17,3.480,KISA KONÇ
 31.Jan.2023,GECE,A0022,2023-2,14.92,3.430,SNİCKERS
 31.Jan.2023,GÜNDÜZ,A0033,2023-3,9.50,1.720,BAYAN BAMBU BABET
 31.Jan.2023,GECE,A0012,CODE 3P.XX SHORT,16.25,5.000,PATİK
 31.Jan.2023,GECE,A0028,KISAKONC,16.00,5.010,KISA KONÇ
 31.Jan.2023,GECE,A0019,BAYAN KONC SIMLI CEMBER,16.75,3.590,BAYAN PATİK
 31.Jan.2023,GECE,A0016,KISAKONC,14.75,5.230,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0017,BAYAN YILDIZ KABARTMA ,10.00,0.000,BAYAN PATİK
 31.Jan.2023,GECE,A0009,D,20.42,4.410,BAYAN PATİK
 31.Jan.2023,GECE,A0007,CEMBERLI BABET,16.00,2.710,ÇETİK
 31.Jan.2023,GÜNDÜZ,A0019,BAYAN KONC SIMLI CEMBER,10.33,2.240,BAYAN PATİK
 31.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 31.Jan.2023,GÜNDÜZ,A0004,KISAKONC,10.25,3.650,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0020,CODE 3P.XX SHORT,11.50,3.230,PATİK
 31.Jan.2023,GECE,A0036,SÜPERCITY TENIS,11.42,5.380,SOKET TENİS
 31.Jan.2023,GECE,A0003,CODE 3P.XX SHORT,15.25,4.180,PATİK
 31.Jan.2023,GECE,A0035,CODE 3P.XX SHORT,16.67,5.090,PATİK
 31.Jan.2023,GÜNDÜZ,A0010,KISAKONC,20.50,6.310,KISA KONÇ
 31.Jan.2023,GECE,A0014,KISAKONC,14.42,5.100,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0014,KISAKONC,9.92,3.550,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0007,2023-2,4.50,0.930,SNİCKERS
 31.Jan.2023,GÜNDÜZ,A0026,BAYAN KÜÇÜK NOKTA,14.00,0.000,BAYAN PATİK
 31.Jan.2023,GECE,A0033,2023-3,13.67,2.490,BAYAN BAMBU BABET
 31.Jan.2023,GECE,A0018,BAYAN YILDIZ KABARTMA ,19.00,0.000,BAYAN PATİK
 31.Jan.2023,GÜNDÜZ,A0035,CODE 3P.XX SHORT,11.33,3.460,PATİK
 31.Jan.2023,GECE,A0030,KISAKONC,16.00,5.010,KISA KONÇ
 31.Jan.2023,GECE,A0031,2023-3,13.58,2.400,BAYAN BAMBU BABET
 31.Jan.2023,GÜNDÜZ,A0013,CODE 3P.XX SHORT,5.08,1.700,PATİK
 31.Jan.2023,GÜNDÜZ,A0005,3P-TENİS HAVLU,8.58,4.220,SOKET TENİS
 31.Jan.2023,GECE,A0017,BAYAN YILDIZ KABARTMA ,18.00,0.000,BAYAN PATİK
 31.Jan.2023,GECE,A0001,WHITE HEEL TOE ANKLE,13.92,4.720,BAYAN SOKET
 31.Jan.2023,GECE,A0004,KISAKONC,14.83,5.300,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0018,BAYAN YILDIZ KABARTMA ,13.00,0.000,BAYAN PATİK
 31.Jan.2023,GÜNDÜZ,A0022,2023-2,10.33,2.370,SNİCKERS
 31.Jan.2023,GÜNDÜZ,A0025,KISAKONC,10.25,3.670,KISA KONÇ
 31.Jan.2023,GECE,A0002,COK ÇİÇEKLİ,11.75,4.520,BAYAN SOKET
 31.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 31.Jan.2023,GECE,A0025,KISAKONC,15.25,5.400,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0030,KISAKONC,10.92,3.510,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0001,KISAKONC,10.08,3.090,KISA KONÇ
 31.Jan.2023,GÜNDÜZ,A0008,2023-2,5.25,1.100,SNİCKERS
