Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad
 16.Jan.2023,GÜNDÜZ,A0028,9.25,2.960,BAYAN SOKET,MANTAR DESEN
 30.Jan.2023,GECE,A0030,4.67,1.470,KISA KONÇ,KISAKONC
 09.Feb.2023,GECE,A0004,12.25,4.790,KISA KONÇ,KISAKONC
 04.Jan.2023,GECE,A0028,35.00,11.500,BAYAN SOKET,KRAL TACI
 16.Feb.2023,GÜNDÜZ,A0012,10.50,3.240,PATİK,CODE 3P.XX SHORT
 29.Jan.2023,GECE,A0003,25.00,7.000,PATİK,CODE 3P.XX SHORT
 03.Jan.2023,GÜNDÜZ,A0005,8.00,3.190,BAYAN SOKET,MAVI COKLU ARI
 15.Jan.2023,GÜNDÜZ,A0011,25.75,5.810,SNİCKERS,2023-2
 22.Feb.2023,GÜNDÜZ,A0014,3.08,0.730,BAYAN PATİK,WOMEN SCRET
 05.Jan.2023,GECE,A0032,10.75,4.200,BAYAN SOKET,DALSIZ PAPTYA
 16.Jan.2023,GECE,A0034,11.00,0.000,ERKEK PATİK,CARERA PATİK
 15.Feb.2023,GECE,A0021,14.92,2.950,BAYAN PATİK,KDK CEMBER
 21.Feb.2023,GECE,A0024,13.33,2.400,BAYAN BAMBU BABET,2023-3
 17.Jan.2023,GECE,A0036,15.17,4.750,BAYAN SOKET,2023-1
 16.Feb.2023,GÜNDÜZ,A0004,9.00,0.000,ERKEK PATİK,CARERA PATİK
 18.Jan.2023,GECE,A0021,16.50,4.010,PATİK,CODE 3P.XX SHORT
 06.Jan.2023,GÜNDÜZ,A0022,9.33,3.200,BAYAN SOKET,2023-1
 20.Jan.2023,GECE,A0032,15.50,4.940,PATİK,CODE 3P.XX SHORT
 23.Jan.2023,GECE,A0028,15.67,4.320,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GECE,A0006,6.00,0.000,ERKEK PATİK,CARERA PATİK
 24.Jan.2023,GECE,A0025,15.75,4.930,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,A0002,4.33,1.630,BAYAN SOKET,COK ÇİÇEKLİ
 02.Feb.2023,GECE,A0008,12.00,2.250,ÇETİK,KAMUFLAJ  BABET
 13.Jan.2023,GÜNDÜZ,A0028,7.67,2.420,BAYAN SOKET,MANTAR DESEN
 12.Jan.2023,GÜNDÜZ,A0011,10.08,2.380,SNİCKERS,2023-2
 13.Jan.2023,GÜNDÜZ,A0014,8.58,3.070,BAYAN SOKET,2023-1
 06.Jan.2023,GÜNDÜZ,A0003,7.58,2.630,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 17.Feb.2023,GÜNDÜZ,A0006,10.00,0.000,ERKEK PATİK,CARERA PATİK
 22.Feb.2023,GECE,A0005,10.17,6.610,SOKET TENİS,3P-TENİS HAVLU
 27.Jan.2023,GÜNDÜZ,A0013,9.08,3.120,PATİK,CODE 3P.XX SHORT
 26.Jan.2023,GÜNDÜZ,A0028,15.08,4.900,KISA KONÇ,KISAKONC
 05.Jan.2023,GÜNDÜZ,A0020,6.67,2.300,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 13.Jan.2023,GÜNDÜZ,A0001,5.92,2.160,BAYAN SOKET,DALGA DESEN
 26.Jan.2023,GÜNDÜZ,A0036,16.92,5.220,PATİK,CODE 3P.XX SHORT
 20.Feb.2023,GECE,A0033,24.17,3.960,BAYAN BAMBU BABET,2023-3
 10.Feb.2023,GECE,A0020,3.42,1.220,BAYAN SOKET,CEMBERLI SOKET
 13.Feb.2023,GÜNDÜZ,A0003,12.75,3.500,PATİK,CODE 3P.XX SHORT
 21.Feb.2023,GECE,A0034,4.00,0.000,ERKEK PATİK,CARERA PATİK
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 18.Jan.2023,GÜNDÜZ,A0034,12.00,0.000,ERKEK PATİK,CARERA PATİK
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 19.Jan.2023,GECE,A0030,15.33,3.940,PATİK,CODE 3P.XX SHORT
 24.Jan.2023,GECE,A0015,15.50,4.930,PATİK,CODE 3P.XX SHORT
 24.Jan.2023,GECE,A0012,4.17,1.710,BAYAN SOKET,BRETTY KARAKTER
 27.Jan.2023,GÜNDÜZ,A0026,11.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 31.Jan.2023,GECE,A0018,19.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 07.Jan.2023,GECE,A0019,21.75,7.540,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 27.Jan.2023,GÜNDÜZ,A0015,9.50,3.340,KISA KONÇ,KISAKONC
 30.Jan.2023,GÜNDÜZ,A0017,14.00,0.000,BAYAN PATİK,BAYAN YILDIZ KABARTMA 
 03.Feb.2023,GECE,A0032,2.83,1.690,BAYAN ERKEK HAVLU,HAVLU TENIS
 03.Feb.2023,GECE,A0001,11.92,3.990,BAYAN SOKET,WHITE HEEL TOE ANKLE
 17.Jan.2023,GECE,A0010,17.17,4.240,PATİK,CODE 3P.XX SHORT
 15.Feb.2023,GECE,A0017,22.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 04.Jan.2023,GECE,A0024,20.75,7.960,BAYAN SOKET,FLAMINGO SOKET
 09.Feb.2023,GÜNDÜZ,A0029,8.17,3.080,BAYAN SOKET,PUNALI SOKET
 01.Feb.2023,GÜNDÜZ,A0001,8.50,2.800,BAYAN SOKET,WHITE HEEL TOE ANKLE
 08.Feb.2023,GÜNDÜZ,A0025,14.50,5.160,KISA KONÇ,KISAKONC
 21.Feb.2023,GÜNDÜZ,A0020,8.75,3.150,BAYAN SOKET,BAYAN SOKET DUZ
 14.Feb.2023,GECE,A0006,13.00,0.000,ERKEK PATİK,CARERA PATİK
 24.Jan.2023,GÜNDÜZ,A0032,12.33,8.000,BAYAN ERKEK HAVLU,HAVLU TENIS
 30.Jan.2023,GÜNDÜZ,A0025,10.42,3.650,KISA KONÇ,KISAKONC
 15.Feb.2023,GECE,A0013,25.67,8.150,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 23.Jan.2023,GECE,A0017,17.00,0.000,BAYAN PATİK,BAYAN SIMLI KARELI  PATIK
 27.Jan.2023,GECE,A0004,14.83,5.350,KISA KONÇ,KISAKONC
 30.Jan.2023,GECE,A0013,15.33,5.170,PATİK,CODE 3P.XX SHORT
 10.Feb.2023,GECE,A0017,7.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 17.Feb.2023,GECE,A0031,12.33,6.550,SOKET TENİS,3P-TENİS HAVLU
 10.Jan.2023,GÜNDÜZ,A0019,8.17,2.770,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 06.Feb.2023,GECE,A0026,21.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 03.Feb.2023,GECE,A0018,19.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 02.Jan.2023,GECE,A0018,14.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 09.Jan.2023,GECE,A0011,14.17,4.700,BAYAN SOKET,2023-1
 02.Jan.2023,GÜNDÜZ,A0013,9.83,3.900,BAYAN SOKET,EKRU ÇOK ARI
 17.Jan.2023,GÜNDÜZ,A0004,9.75,2.310,SNİCKERS,2023-2
 17.Jan.2023,GÜNDÜZ,A0010,10.42,2.500,PATİK,CODE 3P.XX SHORT
 17.Feb.2023,GECE,A0011,14.00,2.410,ÇETİK,KALPLI   BABET
 05.Feb.2023,GECE,A0010,28.33,7.450,PATİK,CODE 3P.XX SHORT
 15.Jan.2023,GÜNDÜZ,A0012,24.50,7.950,BAYAN SOKET,2023-1
 09.Feb.2023,GÜNDÜZ,A0004,9.17,3.600,KISA KONÇ,KISAKONC
 27.Jan.2023,GECE,A0023,14.92,3.540,SNİCKERS,2023-2
 16.Jan.2023,GECE,A0019,12.00,4.040,BAYAN SOKET,RIB ANKLE PURPLE
 10.Feb.2023,GECE,A0036,18.42,8.570,SOKET TENİS,SÜPERCITY TENIS
 20.Feb.2023,GÜNDÜZ,A0002,5.83,2.050,BAYAN SOKET,KALPLI SOKET
 09.Feb.2023,GÜNDÜZ,A0030,8.25,3.050,BAYAN SOKET,KALPLI SOKET
 30.Jan.2023,GÜNDÜZ,A0031,9.50,1.690,BAYAN BAMBU BABET,2023-3
 31.Jan.2023,GECE,A0033,13.67,2.490,BAYAN BAMBU BABET,2023-3
 20.Jan.2023,GECE,A0009,17.83,4.380,PATİK,CODE 3P.XX SHORT
 03.Jan.2023,GÜNDÜZ,A0013,7.67,3.120,BAYAN SOKET,EKRU ÇOK ARI
 09.Feb.2023,GÜNDÜZ,A0024,9.42,1.640,ÇETİK,DALMACYA  BABET
 06.Feb.2023,GÜNDÜZ,A0031,9.42,1.680,BAYAN BAMBU BABET,2023-3
 13.Jan.2023,GÜNDÜZ,A0011,8.83,2.070,SNİCKERS,2023-2
 13.Feb.2023,GÜNDÜZ,A0019,9.92,2.090,BAYAN PATİK,TEK NOKTA PATİK
 12.Jan.2023,GÜNDÜZ,A0028,8.75,2.760,BAYAN SOKET,MANTAR DESEN
 09.Feb.2023,GÜNDÜZ,A0015,11.50,3.660,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GÜNDÜZ,A0012,9.50,2.840,PATİK,CODE 3P.XX SHORT
 22.Jan.2023,GECE,A0014,14.00,5.210,BAYAN SOKET,2023-1
 27.Jan.2023,GÜNDÜZ,A0023,9.08,2.180,SNİCKERS,2023-2
 27.Jan.2023,GÜNDÜZ,A0020,1.00,0.000,PATİK,CODE 3P.XX SHORT
 15.Feb.2023,GECE,A0031,23.33,4.000,ÇETİK,KARE  BABET
 16.Feb.2023,GÜNDÜZ,A0003,4.92,1.300,PATİK,CODE 3P.XX SHORT
 25.Jan.2023,GÜNDÜZ,A0021,11.67,3.060,PATİK,CODE 3P.XX SHORT
 07.Feb.2023,GÜNDÜZ,A0017,8.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 10.Jan.2023,GECE,A0018,18.00,0.000,BAYAN PATİK,BAYAN SIMLI PUANLI PATIK
 02.Feb.2023,GÜNDÜZ,A0022,9.92,2.260,SNİCKERS,2023-2
 01.Feb.2023,GÜNDÜZ,,0.00,0.000,,
 19.Jan.2023,GECE,A0028,16.75,4.390,PATİK,CODE 3P.XX SHORT
 02.Feb.2023,GECE,A0007,13.42,2.240,ÇETİK,CEMBERLI BABET
 12.Jan.2023,GECE,A0011,14.17,3.270,SNİCKERS,2023-2
 02.Feb.2023,GECE,A0023,12.58,2.970,SNİCKERS,2023-2
 22.Jan.2023,GECE,A0005,22.58,5.310,SNİCKERS,2023-2
 26.Jan.2023,GÜNDÜZ,A0008,15.75,3.320,SNİCKERS,2023-2
 31.Jan.2023,GÜNDÜZ,A0026,14.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 06.Jan.2023,GECE,A0011,16.33,5.090,KISA KONÇ,BRK-2
 16.Jan.2023,GECE,A0011,14.08,3.180,SNİCKERS,2023-2
 25.Jan.2023,GÜNDÜZ,A0032,4.00,2.800,BAYAN ERKEK HAVLU,HAVLU TENIS
 13.Jan.2023,GECE,A0002,11.92,4.700,BAYAN SOKET,FLORAL ANKLE
 16.Jan.2023,GECE,A0002,11.58,4.470,BAYAN SOKET,FLORAL ANKLE
 15.Feb.2023,GECE,A0018,5.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 31.Jan.2023,GÜNDÜZ,A0007,4.50,0.930,SNİCKERS,2023-2
 08.Feb.2023,GÜNDÜZ,A0001,5.33,1.890,BAYAN SOKET,KALPLI SOKET
 07.Feb.2023,GÜNDÜZ,A0019,6.25,1.320,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 20.Jan.2023,GÜNDÜZ,A0025,9.75,3.030,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GECE,A0005,11.33,6.640,SOKET TENİS,3P-TENİS HAVLU
 30.Jan.2023,GÜNDÜZ,A0003,12.08,3.320,PATİK,CODE 3P.XX SHORT
 17.Feb.2023,GÜNDÜZ,A0021,9.33,1.820,BAYAN PATİK,KDK CEMBER
 13.Feb.2023,GÜNDÜZ,A0026,12.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 20.Feb.2023,GECE,A0024,22.33,4.000,BAYAN BAMBU BABET,2023-3
 02.Jan.2023,GECE,A0012,11.92,4.550,BAYAN SOKET,3 LU DERBI CEMBERLI 
 26.Jan.2023,GÜNDÜZ,A0025,13.83,5.000,KISA KONÇ,KISAKONC
 13.Feb.2023,GÜNDÜZ,A0022,11.92,2.580,SNİCKERS,2023-2
 20.Feb.2023,GECE,A0030,19.67,7.700,BAYAN SOKET,KALPLI SOKET
 14.Feb.2023,GÜNDÜZ,A0007,9.00,1.600,ÇETİK,ZIGZAG   BABET
 29.Jan.2023,GECE,A0010,25.75,8.130,KISA KONÇ,KISAKONC
 21.Feb.2023,GECE,A0023,14.33,3.690,BAYAN PATİK,KAMUFLAJ PATIK
 08.Feb.2023,GÜNDÜZ,A0022,10.25,2.200,SNİCKERS,2023-2
 17.Feb.2023,GÜNDÜZ,A0010,11.25,2.800,PATİK,CODE 3P.XX SHORT
 18.Jan.2023,GÜNDÜZ,A0014,9.83,3.580,BAYAN SOKET,2023-1
 20.Jan.2023,GECE,A0019,16.25,4.720,KISA KONÇ,KISAKONC
 03.Feb.2023,GECE,A0009,16.58,3.560,BAYAN PATİK,D
 11.Jan.2023,GÜNDÜZ,A0002,7.67,3.000,BAYAN SOKET,FLORAL ANKLE
 24.Jan.2023,GÜNDÜZ,A0015,10.75,3.220,PATİK,CODE 3P.XX SHORT
 12.Jan.2023,GECE,A0030,3.92,0.910,BAYAN SOKET,POLKA DOTA TRAINER BLUE
 22.Feb.2023,GÜNDÜZ,A0009,10.75,2.320,BAYAN PATİK,KABARTMA EKOSE
 03.Feb.2023,GÜNDÜZ,A0029,0.08,0.000,PATİK,CODE 3P.XX SHORT
 17.Feb.2023,GECE,A0034,13.00,0.000,ERKEK PATİK,CARERA PATİK
 23.Jan.2023,GÜNDÜZ,A0027,12.33,3.390,PATİK,CODE 3P.XX SHORT
 05.Jan.2023,GÜNDÜZ,A0031,20.00,0.000,ÇETİK,3PK LOW CUT NO SHOW SOCKS
 27.Jan.2023,GECE,A0033,13.50,2.460,BAYAN BAMBU BABET,2023-3
 12.Jan.2023,GECE,A0005,12.00,4.770,BAYAN SOKET,MAVI COKLU ARI
 03.Feb.2023,GÜNDÜZ,A0013,8.75,2.980,PATİK,CODE 3P.XX SHORT
 13.Feb.2023,GECE,A0005,11.17,6.530,SOKET TENİS,3P-TENİS HAVLU
 01.Feb.2023,GÜNDÜZ,A0019,10.25,2.230,BAYAN PATİK,BAYAN KONC SIMLI CEMBER
 16.Jan.2023,GÜNDÜZ,A0021,12.25,2.940,PATİK,CODE 3P.XX SHORT
 08.Feb.2023,GÜNDÜZ,A0011,8.75,1.570,ÇETİK,CEMBERLI BABET
 19.Jan.2023,GÜNDÜZ,A0011,9.92,2.280,SNİCKERS,2023-2
 30.Jan.2023,GÜNDÜZ,A0016,11.58,4.000,KISA KONÇ,KISAKONC
 11.Jan.2023,GECE,A0003,12.00,4.230,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 05.Jan.2023,GECE,A0001,12.42,4.570,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 15.Jan.2023,GÜNDÜZ,A0016,26.83,9.540,BAYAN SOKET,2023-1
 31.Jan.2023,GÜNDÜZ,A0014,9.92,3.550,KISA KONÇ,KISAKONC
 19.Jan.2023,GÜNDÜZ,A0012,7.33,2.980,BAYAN SOKET,BUYUK KALP
 25.Jan.2023,GECE,A0013,14.50,4.960,PATİK,CODE 3P.XX SHORT
 15.Jan.2023,GÜNDÜZ,A0021,22.33,5.440,PATİK,CODE 3P.XX SHORT
 20.Feb.2023,GECE,A0013,15.08,4.700,PATİK,CODE 3P.XX SHORT
 06.Feb.2023,GECE,A0024,13.92,2.500,ÇETİK,NOKTALI  BABET
 02.Feb.2023,GECE,A0001,12.50,4.190,BAYAN SOKET,WHITE HEEL TOE ANKLE
 05.Jan.2023,GECE,A0017,26.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 23.Jan.2023,GECE,A0024,14.00,3.150,SNİCKERS,2023-2
 20.Feb.2023,GÜNDÜZ,A0007,10.42,1.710,BAYAN BAMBU BABET,2023-3
 22.Feb.2023,GÜNDÜZ,A0019,0.08,0.000,BAYAN SOKET,BAYAN SOKET DUZ
 11.Jan.2023,GÜNDÜZ,A0024,8.75,2.020,SNİCKERS,2023-2
 20.Jan.2023,GÜNDÜZ,A0035,9.67,2.910,PATİK,CODE 3P.XX SHORT
 09.Feb.2023,GECE,A0002,11.75,4.300,BAYAN SOKET,KALPLI SOKET
 16.Feb.2023,GECE,A0036,11.58,6.150,SOKET TENİS,3P-TENİS HAVLU
 06.Feb.2023,GÜNDÜZ,A0008,9.42,1.730,ÇETİK,KAMUFLAJ  BABET
 17.Feb.2023,GECE,A0013,14.58,4.600,PATİK,CODE 3P.XX SHORT
 20.Feb.2023,GECE,A0021,16.83,3.170,BAYAN PATİK,KDK CEMBER
 29.Jan.2023,GECE,A0006,25.00,0.000,ERKEK PATİK,CARERA PATİK
 08.Feb.2023,GÜNDÜZ,A0014,9.17,2.770,PATİK,CODE 3P.XX SHORT
 26.Jan.2023,GÜNDÜZ,A0027,15.25,4.890,KISA KONÇ,KISAKONC
 12.Jan.2023,GECE,A0035,12.25,4.770,BAYAN SOKET,TEK ARI
 09.Feb.2023,GÜNDÜZ,A0032,8.08,4.780,SOKET TENİS,3P-TENİS HAVLU
 07.Jan.2023,GECE,A0027,26.42,8.410,BAYAN SOKET,MANTAR DESEN
 25.Jan.2023,GÜNDÜZ,A0033,8.00,1.450,BAYAN BAMBU BABET,2023-3
 05.Feb.2023,GECE,A0007,22.00,3.820,ÇETİK,CEMBERLI BABET
 06.Jan.2023,GECE,A0017,16.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 19.Jan.2023,GECE,A0024,12.50,2.860,SNİCKERS,2023-2
 18.Jan.2023,GECE,A0035,11.50,3.630,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GECE,A0035,17.42,5.120,PATİK,CODE 3P.XX SHORT
 20.Jan.2023,GÜNDÜZ,A0005,9.08,2.810,PATİK,CODE 3P.XX SHORT
 16.Feb.2023,GECE,A0002,11.58,4.180,BAYAN SOKET,KALPLI SOKET
 30.Jan.2023,GÜNDÜZ,A0030,11.08,3.390,KISA KONÇ,KISAKONC
 04.Jan.2023,GECE,A0036,40.25,14.330,BAYAN SOKET,2023-1
 08.Jan.2023,GÜNDÜZ,A0009,13.08,4.750,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 25.Jan.2023,GÜNDÜZ,A0035,10.75,3.380,PATİK,CODE 3P.XX SHORT
 12.Jan.2023,GECE,A0014,8.50,3.280,BAYAN SOKET,DALLI   PAPTYA
 19.Jan.2023,GÜNDÜZ,A0010,7.92,2.020,PATİK,CODE 3P.XX SHORT
 03.Feb.2023,GECE,A0015,14.83,5.320,KISA KONÇ,KISAKONC
 04.Jan.2023,GECE,A0034,40.00,0.000,ERKEK PATİK,CARERA PATİK
 23.Jan.2023,GECE,A0033,11.92,2.100,BAYAN BAMBU BABET,2023-3
 26.Jan.2023,GÜNDÜZ,A0029,16.25,4.960,KISA KONÇ,KISAKONC
 23.Jan.2023,GÜNDÜZ,A0022,10.67,2.490,SNİCKERS,2023-2
 15.Jan.2023,GÜNDÜZ,A0003,5.08,1.750,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 10.Jan.2023,GECE,A0008,2.58,1.090,BAYAN SOKET,DENIZ MAHSULLERİ
 19.Jan.2023,GÜNDÜZ,A0028,11.08,2.840,PATİK,CODE 3P.XX SHORT
 29.Jan.2023,GECE,A0014,13.08,4.680,KISA KONÇ,KISAKONC
 07.Feb.2023,GÜNDÜZ,A0006,10.00,0.000,ERKEK PATİK,CARERA PATİK
 11.Jan.2023,GECE,A0027,12.92,4.130,BAYAN SOKET,MANTAR DESEN
 31.Jan.2023,GECE,A0014,14.42,5.100,KISA KONÇ,KISAKONC
 07.Feb.2023,GÜNDÜZ,A0031,3.75,0.690,BAYAN BAMBU BABET,2023-3
 08.Jan.2023,GÜNDÜZ,A0032,19.08,7.310,BAYAN SOKET,DALSIZ PAPTYA
 03.Feb.2023,GÜNDÜZ,A0024,8.42,1.520,ÇETİK,NOKTALI  BABET
 25.Jan.2023,GÜNDÜZ,A0018,26.00,0.000,BAYAN PATİK,BAYAN KÜÇÜK NOKTA
 03.Feb.2023,GECE,A0024,14.25,2.560,ÇETİK,NOKTALI  BABET
 21.Feb.2023,GÜNDÜZ,A0022,9.00,2.730,BAYAN PATİK,KAMUFLAJ PATIK
 20.Feb.2023,GÜNDÜZ,A0020,7.83,2.710,BAYAN SOKET,CEMBERLI SOKET
 10.Feb.2023,GECE,A0019,16.25,3.300,BAYAN PATİK,TEK NOKTA PATİK
 16.Jan.2023,GECE,A0006,14.00,0.000,ERKEK PATİK,CARERA PATİK
 25.Jan.2023,GECE,A0034,14.00,0.000,ERKEK PATİK,CARERA PATİK
 23.Jan.2023,GECE,A0032,15.83,4.970,PATİK,CODE 3P.XX SHORT
 20.Feb.2023,GÜNDÜZ,A0034,18.00,0.000,ERKEK PATİK,CARERA PATİK
 02.Feb.2023,GECE,A0031,13.42,2.390,BAYAN BAMBU BABET,2023-3
 03.Jan.2023,GÜNDÜZ,A0033,7.75,3.100,BAYAN SOKET,DENIZ MAHSULLERİ
 30.Jan.2023,GECE,A0015,14.00,4.980,KISA KONÇ,KISAKONC
 02.Feb.2023,GÜNDÜZ,A0026,13.00,0.000,BAYAN PATİK,KARE SIMLI PATİK
 24.Jan.2023,GECE,A0029,16.17,4.300,PATİK,CODE 3P.XX SHORT
 09.Jan.2023,GECE,A0003,11.50,4.060,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 09.Feb.2023,GÜNDÜZ,A0011,9.25,1.640,ÇETİK,CEMBERLI BABET
 10.Jan.2023,GÜNDÜZ,A0017,11.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 17.Feb.2023,GÜNDÜZ,A0004,9.00,0.000,ERKEK PATİK,CARERA PATİK
 20.Feb.2023,GÜNDÜZ,A0018,8.00,0.000,BAYAN PATİK,SİM CEMBER PATİK
 06.Feb.2023,GECE,A0022,14.75,3.530,SNİCKERS,2023-2
 17.Feb.2023,GÜNDÜZ,A0032,7.92,4.160,SOKET TENİS,3P-TENİS HAVLU
 02.Jan.2023,GECE,A0001,12.00,4.470,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 03.Feb.2023,GÜNDÜZ,A0009,9.92,2.180,BAYAN PATİK,D
 10.Jan.2023,GÜNDÜZ,A0009,8.67,3.200,BAYAN SOKET,POLKA DOTA ANKLE BLUE
 11.Jan.2023,GÜNDÜZ,A0017,10.00,0.000,BAYAN KISAKONC,TUBE CEMBERLI 
 27.Jan.2023,GECE,A0036,11.25,5.390,SOKET TENİS,SÜPERCITY TENIS
 13.Feb.2023,GÜNDÜZ,A0018,7.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 19.Jan.2023,GECE,A0009,17.50,4.190,PATİK,CODE 3P.XX SHORT
 22.Feb.2023,GÜNDÜZ,A0022,8.17,0.000,BAYAN PATİK,KAMUFLAJ PATIK
 17.Feb.2023,GÜNDÜZ,A0012,10.83,3.280,PATİK,CODE 3P.XX SHORT
 21.Feb.2023,GÜNDÜZ,A0028,8.75,2.740,BAYAN SOKET,PUNALI SOKET
 20.Feb.2023,GECE,A0021,29.42,5.740,BAYAN PATİK,KDK CEMBER
 07.Jan.2023,GECE,A0002,21.33,8.220,BAYAN SOKET,FLORAL ANKLE
 08.Jan.2023,GÜNDÜZ,A0019,18.50,6.310,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 26.Jan.2023,GÜNDÜZ,A0029,14.25,3.800,PATİK,CODE 3P.XX SHORT
 22.Feb.2023,GECE,A0023,12.67,3.260,BAYAN PATİK,KAMUFLAJ PATIK
 10.Feb.2023,GECE,A0001,19.08,6.800,BAYAN SOKET,KALPLI SOKET
 17.Feb.2023,GECE,A0008,12.00,6.310,SOKET TENİS,3P-TENİS HAVLU
 07.Jan.2023,GECE,A0004,22.17,8.600,BAYAN SOKET,TEK  PAPTYA
 13.Jan.2023,GECE,A0030,15.58,3.600,BAYAN SOKET,POLKA DOTA TRAINER BLUE
 14.Feb.2023,GÜNDÜZ,A0025,7.00,0.000,ERKEK PATİK,CARERA PATİK
 12.Jan.2023,GECE,A0032,11.42,4.390,BAYAN SOKET,DALSIZ PAPTYA
 05.Feb.2023,GECE,A0015,25.25,8.930,KISA KONÇ,KISAKONC
 05.Jan.2023,GECE,A0004,6.92,2.680,BAYAN SOKET,TEK  PAPTYA
 16.Jan.2023,GÜNDÜZ,A0007,9.92,2.090,SNİCKERS,2023-2
 02.Jan.2023,GECE,A0002,11.92,4.710,BAYAN SOKET,FLORAL ANKLE
 08.Feb.2023,GECE,A0022,14.83,3.180,SNİCKERS,2023-2
 30.Jan.2023,GÜNDÜZ,A0012,12.75,3.930,PATİK,CODE 3P.XX SHORT
 30.Jan.2023,GÜNDÜZ,A0015,11.50,4.120,KISA KONÇ,KISAKONC
 09.Jan.2023,GECE,A0036,13.75,4.640,BAYAN SOKET,2023-1
 30.Jan.2023,GECE,A0034,14.00,0.000,ERKEK PATİK,CARERA PATİK
 19.Jan.2023,GECE,A0001,12.67,3.390,BAYAN SOKET,EDGE FRIIL
 16.Feb.2023,GÜNDÜZ,A0018,13.00,0.000,BAYAN PATİK,DERBILI NOKTALI
 25.Jan.2023,GECE,A0022,14.83,3.410,SNİCKERS,2023-2
 21.Feb.2023,GÜNDÜZ,A0019,10.92,2.290,BAYAN PATİK,CEMBERLI PATIK
 05.Feb.2023,GECE,A0013,24.75,8.510,PATİK,CODE 3P.XX SHORT
 05.Jan.2023,GÜNDÜZ,A0019,7.92,2.740,BAYAN SOKET,3 LU DERBILI PURPLE/PINK
 11.Jan.2023,GÜNDÜZ,A0029,7.83,3.080,BAYAN SOKET,FLORAL ANKLE
 18.Jan.2023,GÜNDÜZ,A0022,10.17,2.360,SNİCKERS,2023-2
 20.Jan.2023,GÜNDÜZ,A0001,8.25,2.320,KISA KONÇ,KISAKONC
 25.Jan.2023,GECE,A0021,16.75,4.440,PATİK,CODE 3P.XX SHORT
 01.Feb.2023,GÜNDÜZ,A0013,10.33,3.420,PATİK,CODE 3P.XX SHORT
 10.Jan.2023,GÜNDÜZ,A0029,7.50,2.980,BAYAN SOKET,FLORAL ANKLE
 13.Jan.2023,GÜNDÜZ,A0021,7.50,2.630,BAYAN SOKET,FLORAL ANKLE
 17.Feb.2023,GÜNDÜZ,A0017,4.00,0.000,BAYAN KISAKONC,DERBILI CEMBERLİ
 10.Jan.2023,GÜNDÜZ,A0010,8.92,3.080,BAYAN SOKET,DALMACYA RENKLI
 03.Feb.2023,GÜNDÜZ,A0028,9.42,2.920,KISA KONÇ,KISAKONC
 20.Feb.2023,GECE,A0022,10.42,2.840,BAYAN SOKET,CEMBERLI YILDIZLI PATİK
 10.Jan.2023,GÜNDÜZ,A0013,7.67,3.040,BAYAN SOKET,EKRU ÇOK ARI
 17.Jan.2023,GECE,A0025,15.17,4.940,PATİK,CODE 3P.XX SHORT
 13.Feb.2023,GÜNDÜZ,A0007,10.83,1.850,ÇETİK,CEMBERLI BABET
 30.Jan.2023,GECE,A0030,11.83,3.720,KISA KONÇ,KISAKONC
